"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"02/01/2017","CA","South Los Angeles","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","http://losangeles.cbslocal.com/2017/02/02/south-la-deadly-house-fire/"
"01/30/2017","CA","Lucerne","Under investigation","A 64-year-old woman died in a house fire","Female","64","Unknown","","N","1 & 2 family
","Not reported","http://www.lakeconews.com/index.php?option=com_content&view=article&id=49608:woman-dies-of-injuries-sustained-in-lucerne-house-fire&catid=1:latest&Itemid=197"
"01/26/2017","CA","Banning (Riverside County)","Electrical malfunction
","An 83-year-old woman died in a house fire.","Female","83","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.pe.com/articles/guzman-824352-house-coroner.html"
"01/22/2017","CA","Fresno","Under investigation","A woman died in an apartment fire","Female","Unknown","Unknown","","N","Multifamily","Not reported","http://www.fresnobee.com/news/local/article128236754.html"
"01/19/2017","CA","Taft (Kern County)","Under investigation","A 61-year-old woman died in a house fire.","Female","61","Unknown","","N","1 & 2 family
","Not reported","http://www.taftmidwaydriller.com/article/20170126/NEWS/170129776"
"01/16/2017","CA","Stockton","Under investigation","A 51-year-old man died in an apartment fire.","Male","51","Unknown","","N","Multifamily","Not reported","http://www.kcra.com/article/officials-1-killed-15-rescued-in-stockton-apartment-fire/8603062"
"01/15/2017","CA","South Los Angeles","Under investigation","A 53-year-old woman died in a house fire.","Female","53","Unknown","","N","1 & 2 family
","Not reported","http://www.nbclosangeles.com/news/local/Fatal-Fire-Leimert-Park-Los-Angeles-410824355.html"
"01/07/2017","CA","Fontana","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://www.sbsun.com/general-news/20170107/person-found-dead-officer-overcome-by-smoke-after-house-fire-in-fontana"
"01/01/2017","CA","Long Beach","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","http://ktla.com/2017/01/01/1-killed-6-injured-in-long-beach-apartment-fire/"
"12/29/2016","CA","Escondido","Under investigation","5-year old girl and an 11-year-old boy died in a mobile home fire.","Female","5","Children (14 and under)","1 of 2","N","1 & 2 family mobile","Not reported","http://abcnews.go.com/US/wireStory/southern-california-fire-kills-year-injures-44460508"
"12/29/2016","CA","Escondido","Under investigation","5-year old girl and an 11-year-old boy died in a mobile home fire.","Male","11","Children (14 and under)","2 of 2","N","1 & 2 family mobile","Not reported","http://abcnews.go.com/US/wireStory/southern-california-fire-kills-year-injures-44460508"
"12/27/2016","CA","Watts (Los Angeles)","Under investigation","Twin 2-year-old boys died in a house fire.","Male","2","Children (14 and under)","1 of 2","N","1 & 2 family
","Not present/not working","http://abc7.com/news/2-year-old-twin-boys-killed-in-watts-house-fire-family-says/1675844/"
"12/27/2016","CA","Watts (Los Angeles)","Under investigation","Twin 2-year-old boys died in a house fire.","Male","2","Children (14 and under)","2 of 2","N","1 & 2 family
","Not present/not working","http://abc7.com/news/2-year-old-twin-boys-killed-in-watts-house-fire-family-says/1675844/"
"12/24/2016","CA","Hesperia","Under investigation","A 74-year-old woman and a 73-year-old man died in a house fire.","Male","73","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://247headline.com/hesperia-christmas-eve-fire-kills-one-and-critically-injures-another/"
"12/24/2016","CA","Hesperia","Under investigation","A 74-year-old woman and a 73-year-old man died in a house fire.","Female","74","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://247headline.com/hesperia-christmas-eve-fire-kills-one-and-critically-injures-another/"
"12/19/2016","CA","Grass Valley","Under investigation","A woman died in an illegal basement living area in a house fire","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://yubanet.com/regional/residential-structure-fire-in-grass-valley-claims-one-life/"
"12/18/2016","CA","Castro Valley","Under investigation","A woman died in an apartment fire.","Female","51","Unknown","","N","Multifamily","Not reported","https://kron4.com/2016/12/18/fire-officials-castro-valley-fire-kills-1/"
"12/18/2016","CA","Rialto (San Bernardino)","Under investigation","A 48-year-old man died in a house fire.","Male","48","Unknown","","N","1 & 2 family
","Not reported","https://www.sbsun.com/general-news/20161218/man-dies-from-injuries-suffered-in-rialto-house-fire"
"12/17/2016","CA","Sacramento","Under investigation","An 87-year-old man and a 76-year-old woman died in a house fire.","Female","76","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://www.kcra.com/article/2-dead-1-injured-in-overnight-sacramento-fire/8510703"
"12/17/2016","CA","Sacramento","Under investigation","An 87-year-old man and a 76-year-old woman died in a house fire.","Male","87","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://www.kcra.com/article/2-dead-1-injured-in-overnight-sacramento-fire/8510703"
"12/13/2016","CA","Manchester (Mendocino County)","Under investigation","A 14-year-old girl and her 9-year-old sister died in a house fire.","Female","9","Children (14 and under)","1 of 2","N","1 & 2 family
","Present and working","https://www.pressdemocrat.com/news/6429603-181/mendocino-coast-house-fire-kills?ref=most"
"12/13/2016","CA","Manchester (Mendocino County)","Under investigation","A 14-year-old girl and her 9-year-old sister died in a house fire.","Female","14","Children (14 and under)","2 of 2","N","1 & 2 family
","Present and working","https://www.pressdemocrat.com/news/6429603-181/mendocino-coast-house-fire-kills?ref=most"
"12/13/2016","CA","Castro Valley","Under investigation","A 59-year-old woman died in a house fire.","Female","59","Unknown","","N","1 & 2 family
","Not reported","https://abc7news.com/news/woman-killed-in-castro-valley-house-fire/1653695/"
"12/08/2016","CA","Los Angeles","Under investigation","A 78-year-old woman died in an apartment fire.","Female","78","Older adults (65 and older)","","N","Multifamily","Not reported","https://abc7.com/news/woman-dies-following-hyde-park-apartment-fire/1645570/"
"12/05/2016","CA","Crows Landing (Stanislaus County)","Under investigation","A 76-year-old man and his 76-year-old wife died in a mobile home fire","Female","76","Older adults (65 and older)","1 of 2","N","1 & 2 family mobile","Not reported","https://www.modbee.com/news/article119191533.html"
"12/05/2016","CA","Crows Landing (Stanislaus County)","Under investigation","A 76-year-old man and his 76-year-old wife died in a mobile home fire","Male","76","Older adults (65 and older)","2 of 2","N","1 & 2 family mobile","Not reported","https://www.modbee.com/news/article119191533.html"
"12/03/2016","CA","Monrovia","Under investigation","A man and a woman died in a mobile home fire.","Female","Unknown","Unknown","1 of 2","N","1 & 2 family mobile","Not present/not working","https://www.pasadenastarnews.com/general-news/20161203/man-woman-killed-in-monrovia-mobile-home-fire"
"12/03/2016","CA","Monrovia","Under investigation","A man and a woman died in a mobile home fire.","Male","Unknown","Unknown","2 of 2","N","1 & 2 family mobile","Not present/not working","https://www.pasadenastarnews.com/general-news/20161203/man-woman-killed-in-monrovia-mobile-home-fire"
"11/29/2016","CA","Chico","Under investigation","4-year old girl died in mobile home fire.","Female","4","Children (14 and under)","","N","1 & 2 family mobile","Not reported","https://www.krcrtv.com/news/local/butte/chico-fire-kills-4-year-old-twin-girl/191681048"
"11/25/2016","CA","Pasadena","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://abc7.com/news/woman-killed-man-injured-in-house-fire-in-pasadena-officials-say/1625400/"
"11/25/2016","CA","Westmont","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://abc7.com/news/1-found-dead-in-westmont-house-fire-officials-say/1625441/"
"11/23/2016","CA","Huntington Beach","Under investigation","64-year old man died in a mobile home fire.","Male","64","Unknown","","N","1 & 2 family mobile","Not reported","https://www.ocregister.com/articles/huntington-736375-beach-fire.html"
"11/22/2016","CA","Modesto","Under investigation","2 adults and 2 children died in a mobile home fire.","Unknown","Unknown","Unknown","1 of 4","N","1 & 2 family mobile","Not reported","https://www.modbee.com/news/article116832578.html"
"11/22/2016","CA","Modesto","Under investigation","2 adults and 2 children died in a mobile home fire.","Unknown","Unknown","Children (14 and under)","2 of 4","N","1 & 2 family mobile","Not reported","https://www.modbee.com/news/article116832578.html"
"11/22/2016","CA","Modesto","Under investigation","2 adults and 2 children died in a mobile home fire.","Unknown","Unknown","Unknown","3 of 4","N","1 & 2 family mobile","Not reported","https://www.modbee.com/news/article116832578.html"
"11/22/2016","CA","Modesto","Under investigation","2 adults and 2 children died in a mobile home fire.","Unknown","Unknown","Children (14 and under)","4 of 4","N","1 & 2 family mobile","Not reported","https://www.modbee.com/news/article116832578.html"
"11/19/2016","CA","Indio","Under investigation","A 70-year-old man died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.pe.com/articles/fire-819014-indio-battling.html"
"11/17/2016","CA","Bakersfield","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://bakersfieldnow.com/news/local/one-dead-three-others-hurt-in-early-morning-east-bakersfield-house-fire"
"11/15/2016","CA","Edho Park","Under investigation","1 person died in an apartment fire","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.fireengineering.com/articles/pt/2016/11/one-person-found-dead-in-echo-park-ca-apartment-fire.html"
"11/08/2016","CA","Antioch (Contra Costa County)","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/california/martinez/contra-costa-man-found-dead-suspicious-vacant-house-fire"
"11/06/2016","CA","Corcoran","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.fresnobee.com/news/local/article113377598.html"
"11/04/2016","CA","San Diego","Under investigation","A man in his 60s died in an apartment fire.","Male","60","Unknown","","N","Multifamily","Not reported","https://www.sandiegouniontribune.com/news/public-safety/sd-me-crime-golden-fire-20161104-story.html"
"11/04/2016","CA","Clearlake","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://www.pressdemocrat.com/news/6281136-181/man-found-dead-in-clearlake"
"10/30/2016","CA","Prunedale","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.ksbw.com/article/woman-killed-in-prunedale-house-fire/8043754"
"10/15/2016","CA","Huntington Beach","Under investigation","A 59-year-old man died in a house fire.","Male","59","Unknown","","N","1 & 2 family
","Not reported","https://www.ocregister.com/articles/fire-732323-beach-huntington.html"
"09/29/2016","CA","San Diego County","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.sandiegouniontribune.com/news/crime-courts-fire/sd-me-crime-house-fire-20160929-story.html"
"09/12/2016","CA","San Diego","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://www.nbcsandiego.com/news/local/At-Least-One-Person-Injured-in-City-Heights-Fire-393208411.html"
"08/31/2016","CA","Willows (Glenn County)","Under investigation","An 83-year-old man died in a residential building fire.","Male","83","Older adults (65 and older)","","N","Other","Not reported","https://www.actionnewsnow.com/news/victim-of-willows-fatal-fire-identified/"
"08/30/2016","CA","Jensen Beach (Martin County)","Under investigation","A 65-year-old woman died in a house fire","Female","65","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.tcpalm.com/news/martin-county/1-person-dies-in-house-fire-in-jensen-beach-3b4a97f7-e317-719c-e053-0100007ffaff-391742811.html"
"08/29/2016","CA","Temecula","Under investigation","5 people died in an adult-care facility for developmentally disabled adults","Unknown","Unknown","Unknown","1 of 5","N","Multifamily","Not reported","https://www.latimes.com/local/lanow/la-me-ln-temecula-fire-remains-found-five-adults-20160830-snap-story.html"
"08/29/2016","CA","Temecula","Under investigation","5 people died in an adult-care facility for developmentally disabled adults","Unknown","Unknown","Unknown","2 of 5","N","Multifamily","Not reported","https://www.latimes.com/local/lanow/la-me-ln-temecula-fire-remains-found-five-adults-20160830-snap-story.html"
"08/29/2016","CA","Temecula","Under investigation","5 people died in an adult-care facility for developmentally disabled adults","Unknown","Unknown","Unknown","3 of 5","N","Multifamily","Not reported","https://www.latimes.com/local/lanow/la-me-ln-temecula-fire-remains-found-five-adults-20160830-snap-story.html"
"08/29/2016","CA","Temecula","Under investigation","5 people died in an adult-care facility for developmentally disabled adults","Unknown","Unknown","Unknown","4 of 5","N","Multifamily","Not reported","https://www.latimes.com/local/lanow/la-me-ln-temecula-fire-remains-found-five-adults-20160830-snap-story.html"
"08/29/2016","CA","Temecula","Under investigation","5 people died in an adult-care facility for developmentally disabled adults","Unknown","Unknown","Unknown","5 of 5","N","Multifamily","Not reported","https://www.latimes.com/local/lanow/la-me-ln-temecula-fire-remains-found-five-adults-20160830-snap-story.html"
"08/21/2016","CA","Lakeport","Under investigation","A woman died in a senior living complex fire.","Female","Unknown","Unknown","","N","Multifamily","Not reported","https://www.lakeconews.com/index.php?option=com_content&view=article&id=47558:-lakeport-senior-apartment-complex-fire-claims-one-life-injures-several-other-people&catid=1:latest&Itemid=197"
"08/16/2016","CA","Redding","Under investigation","A 62-year-old man died in a motor home fire.","Male","62","Unknown","","N","Other","Not reported","https://www.redding.com/news/fires/man-who-was-hoarder-dies-in-motor-home-fire-3a469074-f42d-7977-e053-0100007f2363-390505761.html"
"07/30/2016","CA","Sun Valley","Under investigation","A 91-year-old man and his 90-year-old wife died in a house fire","Female","90","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://abc7.com/news/elderly-couple-in-san-fernando-valley-area-house-fire-dies/1451294/"
"07/30/2016","CA","Sun Valley","Under investigation","A 91-year-old man and his 90-year-old wife died in a house fire","Male","91","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://abc7.com/news/elderly-couple-in-san-fernando-valley-area-house-fire-dies/1451294/"
"07/28/2016","CA","Temecula","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.pe.com/articles/fire-809383-reported-home.html"
"07/28/2016","CA","Temecula","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://www.pe.com/articles/fire-809383-reported-home.html"
"07/16/2016","CA","Fresno","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://abc30.com/news/woman-dead-after-house-fire-in-west-central-fresno/1430032/"
"07/11/2016","CA","Fresno","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.fresnobee.com/news/local/article88889212.html"
"07/08/2016","CA","Los Angeles","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.dailynews.com/general-news/20160708/woman-found-dead-after-fire-guts-cluttered-valley-village-home"
"07/08/2016","CA","Long Beach","Under investigation","One person died in a motor home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.presstelegram.com/general-news/20160708/one-person-killed-in-fire-near-drake-park-in-long-beach"
"06/25/2016","CA","Klamath","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.triplicate.com/News/Local-News/Fire-claims-life-in-Klamath"
"06/24/2016","CA","Lake Isabella","Natural","An elderly couple died in their home during a wildfire.","Female","90","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://abc7.com/news/2-dead-as-erskine-fire-in-kern-county-grows-to-30000-acres/1399705/"
"06/24/2016","CA","Lake Isabella","Natural","An elderly couple died in their home during a wildfire.","Male","81","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://abc7.com/news/2-dead-as-erskine-fire-in-kern-county-grows-to-30000-acres/1399705/"
"06/22/2016","CA","La Jolla","Smoking","A woman died in a home fire that engulfed her garage.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.cbs8.com/story/32287691/la-jolla-home-fire-kills-one"
"06/22/2016","CA","Santa Rosa","Under investigation","86 year old veteran dies in house fire","Male","86","Older adults (65 and older)","","N","Not reported","Not reported","https://www.pressdemocrat.com/home/5767806-181/santa-rosa-man-presumed-dead?artslide=0"
"06/22/2016","CA","Long Beach","Under investigation","35 year old man dies in apartment fire","Male","35","Unknown","","N","Multifamily","Not reported","https://www.nbclosangeles.com/news/local/Man-Killed-Long-Beach-Apartment-Fire-384076861.html"
"06/03/2016","CA","Mineral (Tehama County)","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.krcrtv.com/news/local/tehama-county-house-fire-kills-one-person/39883382"
"06/02/2016","CA","Waterford","Equipment malfunction
","A 61-year-old woman died in a house fire.","Female","61","Unknown","","N","1 & 2 family
","Not reported","https://www.modbee.com/news/article81483217.html"
"05/30/2016","CA","Stockton","Under investigation","A woman died in an apartment fire","Female","Unknown","Unknown","","N","Multifamily","Not reported","https://www.recordnet.com/news/20160531/woman-killed-in-fire-not-yet-identified"
"05/14/2016","CA","Hollywood","Cooking","A 72-year-old woman died in an apartment fire.","Female","72","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.nbclosangeles.com/news/local/Plane-Down-at-Angeles-National-Forest-379578551.html"
"05/12/2016","CA","Concord","Under investigation","A 65-year-old man died in a house fire.","Male","65","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://patch.com/california/concord-ca/concord-house-fire-kills-man-injures-woman"
"05/10/2016","CA","Lomita","Under investigation","A woman died in an apartment fire.","Female","Unknown","Unknown","","N","Multifamily","Not reported","https://abc7.com/news/woman-found-dead-at-scene-of-lomita-apartment-fire/1331539/"
"05/06/2016","CA","Fullerton","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2016/05/06/man-killed-after-fire-erupts-in-fullerton-home/"
"04/19/2016","CA","Lucerne Valley","Under investigation","An elderly woman with disabilities died in a house fire","Female","Unknown","Older adults (65 and older)","","Y","1 & 2 family
","Not reported","https://abc7.com/news/elderly-woman-killed-in-lucerne-valley-house-fire/1298855/"
"04/07/2016","CA","South Los Angeles","Under investigation","A 74-year-old woman and a 48-year- old man died in a house fire.","Male","48","Unknown","1 of 2","N","1 & 2 family
","Present and working","https://ktla.com/2016/04/07/man-woman-killed-when-fire-breaks-out-at-home-in-hyde-park/"
"04/07/2016","CA","South Los Angeles","Under investigation","A 74-year-old woman and a 48-year- old man died in a house fire.","Female","74","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Present and working","https://ktla.com/2016/04/07/man-woman-killed-when-fire-breaks-out-at-home-in-hyde-park/"
"04/04/2016","CA","Pine Canyon","Under investigation","An elderly couple died in a house fire","Female","Unknown","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://www.kionrightnow.com/news/local-news/house-fire-kills-two-people/38855488"
"04/04/2016","CA","Pine Canyon","Under investigation","An elderly couple died in a house fire","Male","Unknown","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://www.kionrightnow.com/news/local-news/house-fire-kills-two-people/38855488"
"04/01/2016","CA","Clovis","Under investigation","An 87-years-old woman died in an apartment fire.","Female","87","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.theeagle.com/news/nation/dead-wounded-in-central-california-apartment-fire/article_d67a3261-4c37-547b-8fdd-cd8c4dffdb81.html"
"03/27/2016","CA","Crestline","Under investigation","A woman died in a house fire.","Female","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.pe.com/articles/fire-798212-house-crestline.html"
"03/15/2016","CA","Leggett","Heating","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.pressdemocrat.com/news/5395076-181/victim-of-fatal-leggett-house"
"03/02/2016","CA","Pasadena","Under investigation","A 66-year-old woman died on 3/5 from injuries she received from this fire.","Female","66","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.capitalgazette.com/news/for_the_record/ph-ac-cn-pasadena-fire-rescue-0304-20160303-story.html"
"02/27/2016","CA","Van Nuys","Under investigation","A 56-year-old man  man died in a house fire.","Male","56","Unknown","","N","1 & 2 family
","Not reported","https://www.nbclosangeles.com/news/local/One-Person-Found-Dead-North-Hollywood-House-Fire-370362971.html"
"02/21/2016","CA","North Park (San Diego)","Under investigation","A 72-year-old man died on 2/25 from injuries in a house fire on 2/21","Male","72","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.sandiegouniontribune.com/news/2016/feb/24/victim-north-park-townhouse-fire-died/"
"02/17/2016","CA","Vallejo","Under investigation","A child died in an apartment fire.","Unknown","Unknown","Children (14 and under)","","N","Multifamily","Not reported","https://kron4.com/2016/02/18/infant-dies-in-vallejo-apartment-fire/"
"02/15/2016","CA","Fontana","Under investigation","A 43-year-old woman and her 7-year-old daughter died in a house fire","Female","43","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.sbsun.com/general-news/20160215/two-dead-in-fontana-house-fire"
"02/15/2016","CA","Fontana","Under investigation","A 43-year-old woman and her 7-year-old daughter died in a house fire","Female","7","Children (14 and under)","2 of 2","N","1 & 2 family
","Not reported","https://www.sbsun.com/general-news/20160215/two-dead-in-fontana-house-fire"
"02/06/2016","CA","Fresno","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","Y","1 & 2 family
","Not present/not working","https://abc30.com/news/woman-killed-in-central-fresno-house-fire/1189756/"
"02/04/2016","CA","Glendora","Under investigation","One person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.sgvtribune.com/general-news/20160204/one-killed-in-glendora-mobile-home-park-fire"
"02/03/2016","CA","West Hills","Under investigation","Two people died in a fire in a garage that had been transformed into a living space","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://ktla.com/2016/02/03/person-found-dead-after-firefighters-battle-garage-fire-in-west-hills/"
"02/03/2016","CA","West Hills","Under investigation","Two people died in a fire in a garage that had been transformed into a living space","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://ktla.com/2016/02/03/person-found-dead-after-firefighters-battle-garage-fire-in-west-hills/"
"02/02/2016","CA","San Juan Capistrano","Smoking","A 56-year-old man died in a house fire","Male","56","Unknown","","N","1 & 2 family
","Not present/not working","https://www.thecapistranodispatch.com/man-dies-in-sjc-fire-tuesday-night-cat-saved/"
"02/01/2016","CA","Redding","Under investigation","A 72-year-old woman died in a mobile home fire.","Female","72","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.redding.com/news/fires/mobile-home-fire-kills-woman-in-redding-2ac0176e-908c-12c8-e053-0100007f616c-367301291.html"
"02/01/2016","CA","Fresno","Under investigation","A man died in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://abc30.com/news/one-person-killed-in-house-fire-in-central-fresno/1182567/"
"02/01/2016","CA","Oakland","Under investigation","An 63-year-old woman died in a house fire.","Female","63","Unknown","","N","1 & 2 family
","Not reported","https://sanfrancisco.cbslocal.com/2016/02/02/elderly-woman-dies-oakland-hills-house-fire/"
"02/01/2016","CA","Redding","Under investigation","A 72-year-old woman died in a mobile home fire.","Female","72","Unknown","","N","1 & 2 family mobile","Not reported","http://archive.redding.com/news/fires/mobile-home-fire-kills-woman-in-redding-2ac0176e-908c-12c8-e053-0100007f616c-367301291.html"
"01/28/2016","CA","Cohasset","Under investigation","Two people died in a mobile home fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family mobile","Not reported","https://www.krcrtv.com/news/local/two-killed-one-injured-in-butte-county-house-fire/37704538"
"01/28/2016","CA","Cohasset","Under investigation","Two people died in a mobile home fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family mobile","Not reported","https://www.krcrtv.com/news/local/two-killed-one-injured-in-butte-county-house-fire/37704538"
"01/24/2016","CA","Oildale","Under investigation","A  5-month-old baby girl died in a mobile home fire.","Female","1","Children (14 and under)","","N","1 & 2 family mobile","Not reported","https://www.turnto23.com/news/local-news/oildale-mobile-home-fire-claims-the-life-of-a-child"
"01/22/2016","CA","Norwalk","Under investigation","A 58-year-old man died in a house fire.","Male","58","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2016/01/22/1-injured-1-missing-after-fire-erupts-at-home-in-norwalk/"
"01/22/2016","CA","Lemon Grove (San Diego)","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://fox5sandiego.com/2016/01/22/son-killed-mother-hospitalized-in-lemon-grove-fire/"
"01/22/2016","CA","Hemet","Under investigation","A 2-year-old boy died in a house fire.","Male","2","Children (14 and under)","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2016/01/23/officials-identify-2-year-old-killed-in-hemet-house-fire/"
"01/19/2016","CA","Darrah Springs","Under investigation","A person died in a house fire.","Female","45","Unknown","","N","1 & 2 family
","Not reported","https://www.krcrtv.com/news/local/fish-hatchery-manager-talks-about-deadly-fire/37522118"
"01/17/2016","CA","Fresno","Under investigation","A 48-year-old woman died in an apartment fire.","Female","48","Unknown","","N","Multifamily","Not reported","https://abc30.com/news/woman-dies-in-central-fresno-apartment-fire/1163347/"
"01/15/2016","CA","Mohave Valley","Under investigation","A 57-year-old man and a woman died in a mobile home fire.","Female","Unknown","Unknown","1 of 2","N","1 & 2 family mobile","Not reported","https://www.mohavedailynews.com/news/two-killed-in-mobile-home-fire/article_d681d62c-bdbe-11e5-a585-c76e40d42ca5.html"
"01/15/2016","CA","Mohave Valley","Under investigation","A 57-year-old man and a woman died in a mobile home fire.","Male","57","Unknown","2 of 2","N","1 & 2 family mobile","Not reported","https://www.mohavedailynews.com/news/two-killed-in-mobile-home-fire/article_d681d62c-bdbe-11e5-a585-c76e40d42ca5.html"
"01/13/2016","CA","Long Beach","Under investigation","A woman in her 80s died in a house fire.","Female","80","Older adults (65 and older)","","N","1 & 2 family
","Not present/not working","https://www.presstelegram.com/general-news/20160114/cigarettes-space-heater-possible-causes-of-fatal-long-beach-fire-wednesday-night"
"01/10/2016","CA","Modesto","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.kcra.com/news/1-dead-another-unaccounted-for-in-modesto-house-fire/37363650"
"01/03/2016","CA","Berkeley","Under investigation","A 78-year-old man died in a house fire.","Male","78","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.dailycal.org/2016/01/01/berkeley-man-dies-fire-south-berkeley-residence-sunday/"
"01/02/2016","CA","Fresno County","Under investigation","A 48-year-old woman died in a mobile home fire.","Female","48","Unknown","","N","1 & 2 family mobile","Not reported","https://abc30.com/news/woman-killed-trying-to-save-pets-from-mobile-home-fire-near-minkler/1144113/"
"01/01/2016","CA","Willits","Heating","A 2-year-old boy died in a recreational vehicle fire.","Male","2","Children (14 and under)","","N","Other","Not reported","https://www.pressdemocrat.com/news/5008669-181/toddler-dies-in-willits-rv"
"01/01/2016","CA","Dunmovin","Under investigation","A person died in a house fire","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.sierrawave.net/olancha-fire/"
"12/29/2015","CA","Siskiyou County","Under investigation","An elderly woman died in a house fire.","Female","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.redding.com/news/local/One-dead-in-house-fire-outside-Mount-Shasta-363789541.html"
"12/28/2015","CA","Oakland","Under investigation","A man and a woman died in a house fire","Male","37","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://abc7news.com/news/man-and-woman-killed-in-2-alarm-fire-in-oakland/1137875/"
"12/28/2015","CA","Oakland","Under investigation","A man and a woman died in a house fire","Female","35","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://abc7news.com/news/man-and-woman-killed-in-2-alarm-fire-in-oakland/1137875/"
"12/28/2015","CA","Bonita","Under investigation","A 22-year-old woman died in a house fire","Female","22","Unknown","","N","1 & 2 family
","Not reported","https://www.nbcsandiego.com/news/local/House-Fire-Kills-1-Injures-4-in-Bonita-363638371.html"
